| FileItem               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/main/java/org/apache/commons/fileupload/FileItem.java:44:18:44:25               | getOutputStream      | getOutputStream()                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/main/java/org/apache/commons/fileupload/FileItem.java:175:18:175:32             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/main/java/org/apache/commons/fileupload/FileItem.java:175:18:175:32             |
| QuotedPrintableDecoder_ESTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:34:14:34:42             | test5                                              | test5()                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:109:15:109:19           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:109:42:124:3            |
| QuotedPrintableDecoder_ESTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:34:14:34:42             | test4                                              | test4()                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:93:15:93:19             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:93:42:106:3             |
| QuotedPrintableDecoder_ESTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:34:14:34:42             | test3                                              | test3()                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:83:15:83:19             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:83:42:90:3              |
| QuotedPrintableDecoder_ESTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:34:14:34:42             | test2                                              | test2()                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:73:15:73:19             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:73:42:80:3              |
| QuotedPrintableDecoder_ESTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:34:14:34:42             | test1                                              | test1()                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:56:15:56:19             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:56:42:70:3              |
| QuotedPrintableDecoder_ESTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:34:14:34:42             | test0                                              | test0()                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:37:15:37:19             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:37:42:53:3              |
| QuotedPrintableDecoder_ESTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:34:14:34:42             | QuotedPrintableDecoder_ESTest                      | QuotedPrintableDecoder_ESTest()                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:34:14:34:42             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest.java:34:14:34:42             |
| QuotedPrintableDecoder_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:31:14:31:54 | setSystemProperties                                | setSystemProperties()                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:85:22:85:40 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:85:44:90:3  |
| QuotedPrintableDecoder_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:31:14:31:54 | doneWithTestCase                                   | doneWithTestCase()                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:75:15:75:30 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:75:33:83:3  |
| QuotedPrintableDecoder_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:31:14:31:54 | initTestCase                                       | initTestCase()                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:63:15:63:26 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:63:29:72:3  |
| QuotedPrintableDecoder_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:31:14:31:54 | clearEvoSuiteFramework                             | clearEvoSuiteFramework()                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:57:22:57:43 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:57:46:60:3  |
| QuotedPrintableDecoder_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:31:14:31:54 | initEvoSuiteFramework                              | initEvoSuiteFramework()                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:42:22:42:42 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:42:46:54:3  |
| QuotedPrintableDecoder_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:31:14:31:54 | QuotedPrintableDecoder_ESTest_scaffolding          | QuotedPrintableDecoder_ESTest_scaffolding()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:31:14:31:54 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:31:14:31:54 |
| QuotedPrintableDecoder_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:31:14:31:54 | resetClasses                                       | resetClasses()                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:98:23:98:34 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:98:38:104:3 |
| QuotedPrintableDecoder_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:31:14:31:54 | initializeClasses                                  | initializeClasses()                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:92:23:92:39 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-fileupload/src/test/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder_ESTest_scaffolding.java:92:43:96:3  |
