| AltCharSequence                                             | subSequence                                        | start                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:25:32:35                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:57:34:5                                     |
| new FloatArrayStringConverter(...) { ... }                  | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:256:28:256:44       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:256:88:271:13       |
| new FloatArrayStringConverter(...) { ... }                  | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:243:27:243:41       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:243:58:253:13       |
| new LongArrayStringConverter(...) { ... }                   | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:93:27:93:43   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:93:86:110:13  |
| new LongArrayStringConverter(...) { ... }                   | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:93:27:93:43   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:93:86:110:13  |
| new LongArrayStringConverter(...) { ... }                   | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:80:27:80:41   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:80:57:90:13   |
| new IntArrayStringConverter(...) { ... }                    | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:136:30:136:46 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:136:92:153:13 |
| new IntArrayStringConverter(...) { ... }                    | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:136:30:136:46 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:136:92:153:13 |
| new IntArrayStringConverter(...) { ... }                    | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:123:27:123:41 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:123:60:133:13 |
| new ShortArrayStringConverter(...) { ... }                  | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:179:28:179:44 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:179:88:196:13 |
| new ShortArrayStringConverter(...) { ... }                  | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:179:28:179:44 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:179:88:196:13 |
| new ShortArrayStringConverter(...) { ... }                  | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:166:27:166:41 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:166:58:176:13 |
| new DoubleArrayStringConverter(...) { ... }                 | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:222:29:222:45 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:222:90:239:13 |
| new DoubleArrayStringConverter(...) { ... }                 | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:222:29:222:45 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:222:90:239:13 |
| new DoubleArrayStringConverter(...) { ... }                 | convertToString                                    | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:209:27:209:41 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:209:59:219:13 |
| new FloatArrayStringConverter(...) { ... }                  | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:265:28:265:44 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:265:88:282:13 |
